,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3250,Maruti Wagon R LXI BSIII,2012,220000,60000,Petrol,Individual,Manual,Third Owner,18.9,998,67.1,5
3251,Mahindra Scorpio EX,2014,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2523,75.0,8
3252,Tata Sumo GX 7 Str BSII,2006,130000,74000,Diesel,Individual,Manual,First Owner,13.7,1948,68.0,7
3253,Renault Duster 110PS Diesel RxL,2014,400000,123000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
3254,Maruti Swift 1.3 LXI,2007,250000,60000,Petrol,Individual,Manual,Third Owner,19.3,1248,82.0,5
3255,Tata Indigo CS eGLS BS IV,2013,250000,50000,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5
3256,Hyundai Grand i10 Sportz,2014,400000,80000,Petrol,Individual,Manual,Second Owner,18.9,1197,82.0,5
3257,Datsun GO A Option Petrol,2019,500000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5
3258,Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,5
3259,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
3260,Mahindra Bolero Power Plus SLE,2017,650000,120000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,7
3261,Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
3262,Maruti Swift Dzire VDI,2018,800000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
3263,Maruti SX4 Vxi BSIV,2011,190000,80000,Petrol,Individual,Manual,Third Owner,15.5,1586,103.3,5
3264,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,750000,37000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,5
3265,Maruti Baleno Delta 1.2,2018,625000,22000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
3266,Hyundai i20 1.4 Asta,2018,799000,60000,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5
3267,Maruti Ciaz 1.4 Alpha,2017,850000,27000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5
3268,Chevrolet Spark 1.0 LT,2012,130000,70000,Petrol,Individual,Manual,First Owner,18.0,995,62.0,5
3269,Mahindra Thar CRDe,2018,900000,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,6
3270,Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7
3271,Hyundai EON Era Plus,2015,250999,43000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
3272,Tata Manza Aqua Safire,2011,250000,110000,Petrol,Individual,Manual,Second Owner,15.0,1368,90.0,5
3273,Fiat Punto 1.2 Active,2009,100000,100000,Petrol,Individual,Manual,Second Owner,15.7,1172,67.0,5
3274,Maruti Swift VXI Optional,2016,450000,64000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
3275,Renault Duster 85PS Diesel STD,2017,575000,96000,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5
3276,Renault Duster 85PS Diesel RxL Optional,2013,400000,96000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5
3277,Maruti Celerio X ZXI BSIV,2019,480000,7600,Petrol,Individual,Manual,First Owner,21.63,998,67.0,5
3278,Tata Indigo LX,2007,150000,120000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,5
3279,Tata Bolt Quadrajet XM,2017,600000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5
3280,Hyundai Xcent 1.1 CRDi SX Option,2015,500000,50000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,5
3281,Tata Zest Quadrajet 1.3 Anniversary Edition,2015,425000,80000,Diesel,Individual,Manual,First Owner,23.0,1248,88.7,5
3282,Hyundai Accent DLS,2003,108000,200000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,5
3283,Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,2015,1030000,190000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
3284,Maruti Wagon R VXI Optional,2015,360000,34000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
3285,Volkswagen Polo Petrol Comfortline 1.2L,2012,290000,80000,Petrol,Individual,Manual,Second Owner,16.47,1198,73.9,5
3286,Maruti Esteem DI,2003,70000,20000,Diesel,Individual,Manual,First Owner,15.9,1527,57.0,5
3287,Toyota Innova 2.5 G4 Diesel 7-seater,2011,735000,200000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
3288,Hyundai i10 Era,2007,190000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086,68.05,5
3289,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1365000,80800,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
3290,Honda Jazz 1.2 VX i VTEC,2018,675000,24265,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
3291,Maruti Swift Dzire VDI,2014,438999,81000,Diesel,Dealer,Manual,First Owner,23.4,1248,74.0,5
3292,Renault Lodgy Stepway 110PS RXZ 7S,2015,550000,240000,Diesel,Individual,Manual,First Owner,19.98,1461,108.5,7
3293,Maruti Swift Dzire VXI,2013,409999,35000,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5
3294,Renault KWID RXT Optional,2019,350000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
3295,Chevrolet Beat Diesel,2012,135000,49000,Diesel,Individual,Manual,Third Owner,25.44,936,57.6,5
3296,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2016,1490000,56900,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8
3297,Maruti Swift VDI BSIV,2014,520000,70000,Diesel,Individual,Manual,Second Owner,25.2,1248,74.0,5
3298,Maruti Swift Dzire VDi,2010,315000,180000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
3299,Maruti A-Star Lxi,2010,235000,50000,Petrol,Individual,Manual,First Owner,19.0,998,66.1,5
3300,Hyundai Accent GLE,2005,80500,50000,Petrol,Individual,Manual,Third Owner,13.2,1495,94.0,5
3301,Maruti Ritz VDi,2013,375000,88200,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
3302,Honda Amaze E Option i-DTEC,2017,550000,120000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
3303,Ford Fiesta EXi 1.4 TDCi Ltd,2011,260000,110000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,5
3304,Maruti Alto 800 LXI,2016,260000,65000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
3305,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,800000,15000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5
3306,Honda City 1.5 S Inspire,2010,350000,120000,Petrol,Individual,Manual,Second Owner,17.0,1497,118.0,5
3307,Maruti Omni LPG STD BSIV,1999,70000,100000,LPG,Individual,Manual,Fourth & Above Owner,19.3,1248,82.0,5
3308,Maruti Vitara Brezza ZDi,2019,892000,10000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3309,Fiat Grande Punto Sport 90BHP,2012,285000,70000,Diesel,Individual,Manual,Second Owner,20.3,1248,92.0,5
3310,Hyundai i10 Magna LPG,2012,300000,60000,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5
3311,Maruti Ciaz VDI SHVS,2016,620000,90000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
3312,Maruti Alto 800 LXI,2016,270000,35000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
3313,Hyundai Santro Xing GLS,2012,300000,40000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5
3314,Tata Indigo CS eLX BS IV,2011,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5
3315,Maruti SX4 Vxi BSIV,2012,260000,99000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5
3316,Tata Nano XE,2015,80000,60000,Petrol,Individual,Manual,First Owner,23.9,624,37.48,4
3317,Hyundai EON Magna Plus,2016,300000,40800,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
3318,Tata Zest Revotron 1.2T XM,2015,300000,70000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
3319,Mahindra KUV 100 mFALCON G80 K8 5str,2016,400000,100000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,5
3320,Maruti Swift VXI BSIV,2016,550000,8588,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,5
3321,Ford Figo 1.5D Trend MT,2015,500000,60000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,5
3322,Maruti Esteem Vxi - BSIII,2005,93000,80000,Petrol,Individual,Manual,Third Owner,15.9,1298,85.0,5
3323,Honda City i DTEC SV,2014,500000,110000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,5
3324,Toyota Platinum Etios 1.4 GXD,2018,670000,150000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5
3325,Toyota Innova 2.5 VX 7 STR,2012,750000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
3326,Maruti 800 Std,2012,100000,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
3327,Hyundai i10 Sportz 1.1L,2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
3328,Toyota Innova 2.5 V Diesel 8-seater,2006,370000,305000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,8
3329,Tata New Safari DICOR 2.2 EX 4x2,2009,229999,212000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7
3330,Tata Winger Deluxe - Flat Roof (Non-AC),2010,235000,50000,Diesel,Individual,Manual,First Owner,10.71,1948,90.0,14
3331,Honda WR-V i-DTEC S,2017,700000,70000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5
3332,Tata Zest Quadrajet 1.3 75PS XM,2016,475000,50000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,5
3333,Skoda Rapid 1.5 TDI Ambition,2015,610000,120000,Diesel,Individual,Manual,First Owner,21.14,1498,103.52,5
3334,Tata New Safari DICOR 2.2 EX 4x2,2015,520000,120000,Diesel,Individual,Manual,First Owner,11.57,2179,138.1,7
3335,Maruti Ertiga VDI,2015,700000,120000,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7
3336,Honda Amaze S i-DTEC,2017,590000,70000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
3337,Maruti Wagon R VXI,2002,140000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
3338,Mahindra TUV 300 mHAWK100 T8,2017,725000,100000,Diesel,Individual,Manual,Second Owner,18.49,1493,100.0,7
3339,Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1680000,157000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,7
3340,Maruti Ritz VDi,2012,240000,90000,Diesel,Individual,Manual,Second Owner,23.2,1248,73.94,5
3341,Chevrolet Captiva 2.2 LT,2013,667000,65000,Diesel,Individual,Manual,First Owner,14.6,2231,184.0,7
3342,Maruti Celerio ZXI,2015,400000,30000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
3343,Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7
3344,Hyundai Creta 1.4 CRDi S,2016,725000,100000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
3345,Honda City i VTEC V,2015,525000,120000,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5
3346,Skoda Fabia Scout 1.2 TDI,2012,190000,110000,Diesel,Individual,Manual,First Owner,21.0,1199,75.0,5
3347,Hyundai Grand i10 CRDi Sportz,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120,70.0,5
3348,Hyundai Grand i10 CRDi Sportz,2016,380000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120,70.0,5
3349,Maruti Alto K10 2010-2014 VXI,2012,204000,110000,Petrol,Individual,Manual,Third Owner,20.92,998,67.1,5
3350,Hyundai EON 1.0 Era Plus,2018,350000,25000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5
3351,Volkswagen Vento Diesel Highline,2013,350000,100000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
3352,Ford Figo Diesel Titanium,2012,175000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,5
3353,Volkswagen Vento Diesel Highline,2011,340000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
3354,Honda City i-VTEC VX,2017,950000,35000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5
3355,Honda City i VTEC V,2017,894999,35000,Petrol,Individual,Manual,First Owner,17.8,1497,117.3,5
3356,Tata Sumo Gold EX,2014,350000,101200,Diesel,Individual,Manual,Second Owner,15.3,2956,83.83,7
3357,Tata Indigo GLX,2005,100000,90000,Petrol,Individual,Manual,Second Owner,12.8,1396,85.0,5
3358,Maruti Swift Dzire VDI,2016,550000,76000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,5
3359,Mahindra XUV500 W6 2WD,2016,800000,90000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,7
3360,Tata New Safari DICOR 2.2 EX 4x2,2008,500000,179150,Diesel,Individual,Manual,Second Owner,11.57,2179,138.1,7
3361,Maruti 800 Std MPFi,2003,42000,62000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,4
3362,Maruti Swift Dzire VDI,2019,694000,35000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
3363,Mahindra XUV500 AT W6 2WD,2016,861999,120000,Diesel,Individual,Automatic,First Owner,16.0,2179,140.0,7
3364,Honda Amaze SX i-DTEC,2017,650000,50000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
3365,Maruti Swift Dzire ZDi,2011,310000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
3366,Maruti Swift VDI,2013,360000,97000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,5
3367,Mahindra XUV500 W8 AWD,2012,500000,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179,140.0,7
3368,Toyota Innova 2.5 GX 7 STR,2010,475000,100000,Diesel,Individual,Manual,Second Owner,12.8,2494,102.0,7
3369,Maruti Alto LX,2007,100000,60000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
3370,Maruti SX4 Zxi BSIII,2009,200000,110000,Petrol,Individual,Manual,Third Owner,15.0,1586,104.68,5
3371,Mahindra Xylo E4 BS IV,2010,245000,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498,112.0,7
3372,Maruti Swift Dzire VDI,2014,450000,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,5
3373,Maruti Vitara Brezza VDi Option,2017,800000,51146,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3374,Maruti Ritz LXI,2011,215000,40000,Petrol,Individual,Manual,First Owner,21.1,1197,85.8,5
3375,Maruti Vitara Brezza VDi Option,2017,760000,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
3376,Volkswagen Polo 1.5 TDI Comfortline,2015,416000,80000,Diesel,Individual,Manual,First Owner,20.14,1498,88.8,5
3377,Maruti Wagon R LXI BSIII,2011,195000,120000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
3378,Maruti Alto 800 VXI,2017,325000,23000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
3379,Maruti Alto K10 LXI,2010,145000,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
3380,Maruti Swift VDI,2018,675000,23000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,5
3381,Maruti Wagon R VXI Optional,2016,340000,30000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
3382,Tata Manza Aura Plus Quadrajet BS IV,2011,340000,50000,Diesel,Individual,Manual,First Owner,19.0,1248,90.0,5
3383,Maruti Omni MPI STD BSIV,2014,260000,40000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,5
3384,Maruti 800 AC,2007,75000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,4
3385,Tata Indica Vista TDI LX,2011,350000,80000,Diesel,Individual,Manual,First Owner,19.4,1405,70.0,5
3386,Tata Manza Aura (ABS) Quadrajet BS IV,2010,170000,150000,Diesel,Individual,Manual,Third Owner,21.12,1248,88.8,5
3387,Maruti Swift Dzire Tour S CNG,2018,600000,40000,Petrol,Individual,Manual,First Owner,19.0,1197,85.8,5
3388,Honda City 1.5 V AT,2010,800000,25000,Petrol,Individual,Automatic,First Owner,16.8,1497,118.0,5
3389,Force One EX,2018,850000,120000,Diesel,Individual,Manual,Second Owner,17.0,2650,80.84,7
3390,Mahindra XUV500 W6 2WD,2014,980000,120000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7
3391,Tata Sumo Gold GX BSIII,2012,340000,270000,Diesel,Individual,Manual,Third Owner,14.07,2956,68.4,7
3392,Maruti Vitara Brezza ZDi AMT,2018,900000,50000,Diesel,Individual,Automatic,Second Owner,24.3,1248,88.5,5
3393,Maruti Ertiga ZDI,2013,600000,60000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,7
3394,Maruti Swift Dzire ZDi,2008,270000,149000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
3395,Hyundai Santro Sportz BSIV,2019,509999,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5
3396,Tata Indica Vista TDI LX,2013,225000,70000,Diesel,Individual,Manual,Second Owner,19.4,1405,70.0,5
3397,Hyundai i10 Magna,2015,280000,55000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
3398,Mahindra Bolero 2011-2019 Plus AC,2013,440000,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9
3399,Tata Safari Storme EX,2014,500000,291977,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,7
3400,Honda CR-V 2.4L 4WD,2005,476999,85000,Petrol,Individual,Manual,Third Owner,11.1,2354,158.8,5
3401,Hyundai i20 Active 1.2 S,2015,590000,70000,Petrol,Individual,Manual,Third Owner,17.19,1197,81.86,5
3402,Ford Endeavour 2.5L 4X2 MT,2010,500000,120000,Diesel,Individual,Manual,First Owner,13.1,2499,141.0,7
3403,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,40000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
3404,Mahindra Scorpio 1.99 S4,2016,750000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,7
3405,BMW 3 Series 320d GT Luxury Line,2017,2950000,39000,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,5
3406,BMW 5 Series 520d Luxury Line,2019,5200000,10000,Diesel,Dealer,Automatic,First Owner,18.12,1995,190.0,5
3407,Volkswagen Polo 1.5 TDI Comfortline,2019,695000,36800,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5
3408,Maruti Swift Dzire VDI Optional,2018,690000,52200,Diesel,Dealer,Manual,First Owner,26.59,1248,74.0,5
3409,Hyundai Grand i10 1.2 CRDi Magna,2016,409999,78000,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,5
3410,Tata Harrier XZ Plus,2020,1650000,16000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,5
3411,Audi Q3 2.0 TDI Quattro Premium Plus,2016,2375000,30000,Diesel,Dealer,Automatic,First Owner,15.73,1968,174.33,5
3412,Hyundai Grand i10 1.2 CRDi Sportz,2017,525000,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186,73.97,5
3413,Jeep Compass 2.0 Limited Plus 4X4,2019,2150000,25000,Diesel,Dealer,Manual,First Owner,16.3,1956,170.63,5
3414,Mahindra XUV500 W8 2WD,2013,540000,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,7
3415,Toyota Fortuner 4x4 AT,2017,2750000,60000,Diesel,Dealer,Automatic,Second Owner,12.55,2982,168.5,7
3416,Mahindra Scorpio 1.99 S10 4WD,2016,1000000,112000,Diesel,Dealer,Manual,Second Owner,15.4,1997,120.0,7
3417,Audi A4 35 TDI Premium Plus,2018,2900000,15000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5
3418,Maruti Ciaz Alpha Diesel,2018,975000,36000,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5
3419,Maruti Wagon R VXI,2016,355000,60000,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
3420,Honda CR-V 2.4L 4WD MT,2008,400000,120000,Petrol,Individual,Manual,First Owner,11.1,2354,158.8,5
3421,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,Diesel,Dealer,Manual,First Owner,20.14,1498,88.0,5
3422,Maruti Ciaz 1.3 Alpha,2017,720000,60000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
3423,Hyundai Verna 1.6 VTVT S,2016,850000,25000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,5
3424,Maruti Alto K10 VXI,2015,290000,42000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
3425,Mahindra TUV 300 T8 AMT,2016,600000,90000,Diesel,Individual,Automatic,Second Owner,18.49,1493,100.0,7
3426,Maruti Ritz VDi,2011,300000,90000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5
3427,Renault Pulse RxL,2012,225000,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.12,5
3428,Maruti Swift Dzire VDi,2009,240000,70000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
3429,Hyundai Verna 1.6 SX,2014,700000,80000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5
3430,Hyundai i20 Active 1.4 SX Dual Tone,2016,800000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5
3431,Renault Duster 110PS Diesel RxZ,2012,450000,90000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
3432,Tata Indica V2 DLE BSII,2007,90000,90000,Diesel,Individual,Manual,Third Owner,17.2,1396,53.5,5
3433,Toyota Corolla Altis Diesel D4DG,2010,450000,120000,Diesel,Individual,Manual,Second Owner,21.43,1364,87.2,5
3434,Toyota Etios Liva GD,2012,400000,107500,Diesel,Individual,Manual,Second Owner,19.3,1248,82.0,5
3435,Toyota Innova Crysta 2.8 GX AT BSIV,2017,1465000,62000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,7
3436,Hyundai Creta 1.6 CRDi SX Plus,2016,925000,79000,Diesel,Dealer,Manual,First Owner,19.67,1582,126.2,5
3437,Toyota Fortuner 4x4 MT,2015,2000000,20000,Diesel,Individual,Manual,First Owner,12.55,2982,168.5,7
3438,Tata Indigo LS,2004,80000,248200,Diesel,Individual,Manual,Second Owner,16.1,1405,70.0,5
3439,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,Diesel,Individual,Manual,Second Owner,10.5,2179,120.0,7
3440,Maruti Swift Dzire VDi,2009,360000,100000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
3441,Hyundai Verna Transform CRDi VGT SX ABS,2010,320000,70000,Diesel,Individual,Manual,Second Owner,16.2,1493,110.0,5
3442,Ambassador Classic 2000 DSZ AC PS,1994,99000,100000,Diesel,Individual,Manual,Second Owner,12.8,1995,52.0,5
3443,Maruti Ertiga SHVS ZDI,2016,780000,50000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7
3444,Maruti Ertiga VDI,2013,620000,139000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
3445,Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000,120000,Petrol,Individual,Manual,Third Owner,13.1,1781,149.5,5
3446,Tata Indica Vista Safire GLX,2014,210000,35000,Petrol,Individual,Manual,Second Owner,16.7,1172,64.1,5
3447,Renault Triber RXZ,2019,786000,7720,Petrol,Individual,Manual,First Owner,20.0,999,71.0,7
3448,Mahindra XUV500 W8 AWD,2014,1000000,50000,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,7
3449,Maruti Zen D,2002,120000,60000,Diesel,Individual,Manual,Second Owner,20.8,1527,58.0,5
3450,Mahindra Verito Vibe 1.5 dCi D6,2016,750000,100000,Diesel,Individual,Manual,First Owner,20.8,1461,64.1,5
3451,Hyundai i20 Magna 1.2,2016,550000,57882,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
3452,Tata Safari Storme LX,2018,875000,142000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,5
3453,Tata Safari Storme LX,2018,890000,140000,Diesel,Individual,Manual,Third Owner,14.1,2179,147.94,5
3454,Mahindra Bolero 2011-2019 SLX,2015,550000,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
3455,Datsun GO T Petrol,2018,400000,10000,Petrol,Individual,Manual,First Owner,19.83,1198,67.0,5
3456,Maruti Celerio VXI,2015,290000,30000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
3457,Tata Indigo CS LS (TDI) BS III,2012,150000,90000,Diesel,Individual,Manual,First Owner,19.09,1396,69.0,5
3458,Maruti Eeco 7 Seater Standard BSIV,2015,300000,35000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,7
3459,Maruti Swift 1.3 VXi,2009,220000,25000,Petrol,Individual,Manual,First Owner,19.3,1248,82.0,5
3460,Datsun RediGO T,2017,270000,31100,Petrol,Dealer,Manual,First Owner,22.7,799,53.64,5
3461,Hyundai Santro Magna BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,5
3462,Tata Manza Club Class Quadrajet90 LS,2013,250000,50000,Diesel,Individual,Manual,First Owner,21.02,1248,88.8,5
3463,Honda Jazz 1.2 V i VTEC,2018,680000,8576,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5
3464,Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,5
3465,Toyota Innova 2.5 GX 7 STR,2009,650000,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102.0,7
3466,BMW 6 Series GT 630d Luxury Line,2018,5500000,22000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,4
3467,Maruti Swift Dzire AMT ZDI Plus,2017,875000,30000,Diesel,Dealer,Automatic,First Owner,28.4,1248,74.02,5
3468,Hyundai i20 Asta Option 1.2,2019,785000,9000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5
3469,Honda WR-V i-VTEC VX,2017,819999,30000,Petrol,Dealer,Manual,First Owner,17.5,1199,88.7,5
3470,BMW 3 Series GT Luxury Line,2016,2950000,60000,Diesel,Dealer,Automatic,First Owner,21.76,1995,188.0,5
3471,Toyota Innova Crysta 2.4 ZX MT,2016,1925000,27000,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,7
3472,Honda WR-V i-DTEC VX,2017,885000,39000,Diesel,Dealer,Manual,First Owner,25.5,1498,98.6,5
3473,Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000,64000,Petrol,Dealer,Automatic,First Owner,16.05,1499,110.4,5
3474,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,960000,42000,Diesel,Dealer,Manual,First Owner,23.0,1498,98.96,5
3475,Honda Brio 1.2 VX MT,2012,385000,45000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
3476,Tata Harrier XZ,2019,1650000,15000,Diesel,Dealer,Manual,First Owner,17.0,1956,167.67,5
3477,Mahindra TUV 300 mHAWK100 T8,2018,890000,55000,Diesel,Dealer,Manual,First Owner,18.49,1493,100.0,7
